keywords,filter used,year,upload_date,today,time since upload,title,video_url,age,age1,sex,channel_name,channel_url,subscribers,channel_views,date_joined,cannabis_channel,vaping_channel,channel_type,state,country,description,agerestrict,videolength_mins,videolength_secs,length,video_category,views,likes,dislikes,comments,engagement,popularity,positivity,advertisement,product review,celebratory video,reflective,cautionary video,how to,sum,video cat
vaping marijuana,relevance,2018,19/9/18,1/4/20,18,Parents concerned over kids vaping marijuana undetected,https://www.youtube.com/watch?v=YRwpiiuR-84,1,1,3,WBAL-TV 11 Baltimore,https://www.youtube.com/channel/UCpmb83_U37eDBlgEezsxK7w,45700,57305837,4/5/07,0,0,organization,Baltimore,USA,"Many middle and high school students are vaping marijuana using e-cigarettes, according to a report published Monday in the Journal of American Medical Association. E-cigarettes are the most commonly used tobacco product among U.S. youth, according to the report, which also shows 2 million teenagers admit to using e-cigarettes to vape marijuana.

Subscribe to WBAL on YouTube now for more: http://bit.ly/1oJSRCN",0,1,44,104,news & politics,8024,36,42,,0,8024,0.00448654,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2018,12/4/18,1/4/20,23,Senator Leyonhjelm and Tom Elliott - legal marijuana and vaping,https://www.youtube.com/watch?v=GFrHH76WLQw,3,2,1,Liberal Democrats (Australia),https://www.youtube.com/channel/UCsvfbwAdMhf9m_zb_pQO4vQ,12300,4623926,25/1/10,0,0,organization,,Australia,Senator Leyonhjelm and Tom Elliott discuss marijuana legalisation and vaping,0,3,54,234,news & politics,235,27,0,3,0.012765957,235,0.114893617,0,0,0,0,1,0,1,Warning
vaping cannabis,rating,2018,18/5/18,1/4/20,22,Slimmest BBtank Air Cbd/THC/CO2/hemp oil Vape pen,https://www.youtube.com/watch?v=8mGOAdaohDw,1,1,3,Bbtank Babyton,https://www.youtube.com/channel/UCuOopdkFtsw0bnsxuAgTmJQ,46,,,1,1,individual,,,"The Slimmest Cbd vape device pen available on the market. —BBTank Air.
—0.5ml tank, 300mah battery 
—BBGear Ceramic coil. 
It delivers smooth and pure taste from every first draw. 
—3.7V Working Voltage.
—8.2mm thin only. 
The Slimmest vape pen available on the market. 

#michigan #vapepen #vapemodel #vapeshop #smokeshop #vapers #vaping #ecig #dispensary #cannabis #vapecartridge #dabs #bbtank #hightimes #cannabiscip #keepvaping #weedmaps #CBD #Shatter #420 #710 #organic #weedporn #thc #marijuana #California #hemp #kush #medicalmarijuana # Air #mmj

BBtank always offer more than your could image.",0,0,35,35,people & blogs,883,4,0,1,0.001132503,883,0.004530011,1,0,0,0,0,0,1,Advertisement
vaping THC,rating,2018,29/3/18,1/4/20,24,Study: Vaping Weed is the Best Option for Health and THC,https://www.youtube.com/watch?v=EjobcBdrMJA,3,2,1,Hemp Eagle,https://www.youtube.com/channel/UCMbzmRNDMhOd-1yxq6tUECw,76,48543,20/1/18,1,1,organization,,,"A study out of the University of California San Fransisco from May '07 took 18 people and had them either smoke or vape dried cannabis flower 3 times a day for 6 days. 
Read the blog and full study here:
https://hempeagle.com/blogs/news/stud... 

They alternated days. For example on day 1 a participate would smoke weed 3 times a day and on day 2 they would vape weed 3 times a day. Toxic levels and levels of THC were measured during each session and this is what they found:

Participants got all the medicine they needed but without any toxic side effects. Here is an excerpt form the UCSF website: “Using CO as an indicator, there was virtually no exposure to harmful combustion products using the vaporizing device. Since it replicates smoking’s efficiency at producing the desired THC effect using smaller amounts of the active ingredient as opposed to pill forms, this device has great potential for improving the therapeutic utility of THC,” said study co-author Neal L. Benowitz, MD, UCSF professor of medicine, psychiatry and biopharmaceutical sciences. He added that pills tend to provide patients with more THC than they need for optimal therapeutic effect and increase side effects.
After the study, participants said they preferred vaporizing. Patients felt so much better overall when they were vaping weed vs. smoking it! Here is another excerpt from the UCSF website: Patients rated the “high” they experienced from both smoking and vaporization and there was no difference between the two methods by patient self-report of the effect, according to study findings. In addition, patients were asked which method they preferred.“By a significant majority, patients preferred vaporization to smoking, choosing the route of delivery with the fewest side effects and greatest efficiency,” said Benowitz.
We at Hemp Eagle are proponents of vaping dried cannabis and know that it is the best way to medicate. Simply put, when vaping weed you feel the euphoria more and the side effects less. Vaping with the right oven device (vaporizer), like the one used in this study, will make you never want to smoke weed again. The device used in this study is the famous Volcano Vaporizer. You can get The Volcano for $75 off for a limited time by using coupon code: volcano75 at checkout. Click here to get more information on The Volcano and automatically activate the $75 discount. (you will see the discount applied when you hit the ""checkout"" button): https://hempeagle.com/discount/volcan...

Side notes: This study used dried marijuana flower (weed) as the material for the vaporization. No vape oils or concentrates were used in this study. The dried flower is put in a medical grade oven in a device know as a vaporizer. The oven heats the weed to lower temperature which preserves the cannabinoids that are in the plant. When smoking weed, the high heat of the flame will burn off almost all of the healing and soothing cannabinoids in the weed. The more cannabinoid that your body absorbs will equal the better and you feel. Happy vaping!

The best prices dry herb vapes and free shipping for all US orders:

https://hempeagle.com/collections/vap...

Follow us:
https://www.instagram.com/hempeagle",1,0,41,41,comedy,280,3,0,0,0,280,0.010714286,1,0,0,0,0,0,1,Advertisement
vaping marijuana,relevance,2018,19/9/18,1/4/20,18,Survey - more teens vaping with marijuana,https://www.youtube.com/watch?v=A-JcSt7sti4,2,1,2,FOX 4 News - Dallas-Fort Worth,https://www.youtube.com/channel/UCruQg25yVBppUWjza8AlyZA,215000,150944051,18/10/07,0,0,organization,Dallas,USA,"A school-based survey shows nearly 1 in 11 U.S. students have used marijuana in electronic cigarettes, heightening health concerns about the new popularity of vaping among teens.

http://www.fox4news.com/news/u-s-worl...

FOX 4 News is a FOX-owned station serving Dallas-Fort Worth and all of North Texas.",0,3,49,229,news & politics,712,8,8,6,0.008426966,712,0.011235955,0,0,0,0,1,0,1,Warning
vaping cannabis,rating,2018,22/12/18,1/4/20,15,The ClusterTruck Speedruns | Vaping Weed Between new PB's - PART 1,https://www.youtube.com/watch?v=sngtQtJqVyk,2,1,1,roninpawn,https://www.youtube.com/channel/UCs-Ldz7WOKx1pQaagfYoKFw,18000,1632416,30/6/13,0,0,organization,,USA,"We shall begin today's speedrun with a serving of Indica.
Then moving into the main course of freshly split PBs.

Watch the full 4 hour livestream here, if you require dessert:
https://www.youtube.com/watch?v=-t_k-...",0,18,59,1139,gaming,95,10,0,0,0,95,0.105263158,0,0,1,0,0,0,1,Celebratory
vaping marijuana,rating,2018,8/8/18,1/4/20,19,"Vape Tank Tubes with Custom Labels by Shatter Labels , #1 Marijuana Packaging and Branding Company",https://www.youtube.com/watch?v=vrYDZR-ZXV4,4,3,2,SHATTER LABELS #1 Cannabis Packaging Company,https://www.youtube.com/channel/UCgkLAELn3nIBUKIb2y4zxww,376,111167,14/10/15,1,0,organization,,USA,"Please give us a thumbs up on this video ! Thank you! 

Vape Tank Tubes with Custom Labels by Shatter Labels , #1 Marijuana Packaging and Branding Company


https://SHATTERLABELSSTORE.COM
https://shatterlabels.com

Shatter Labels is #1 Cannabis packaging , branding and merchandising company, based in Cheyenne, Wyoming. We proudly collaborate with many amazing brands and companies on a daily basis and strive! We specialize in high quality exclusive prints / packaging. We can custom print anything for you! Contact us today for a custom quote!

Print your labels, your flyers, any type of packaging, cartridges, stickers, pins, jars, keychains, lanyards, custom parchment paper , Mylar bags , apparel products, trade show packages including tents, table cloths and promotional items, all fully customized with your company logo.

Please give us a call today at 1-800-585-9509 to get a direct quote or you can email us at info@shatterlabels.com 
FREE LOGO and PACKAGING Design when you place your order. 

website: https://shatterlabelsstore.com/",0,0,5,5,science & technology,665,5,0,1,0.001503759,665,0.007518797,1,0,0,0,0,0,1,Advertisement
vaping marijuana,relevance,2018,10/11/18,1/4/20,16,Vaping Cannabis for Beginners: A Lift & Co Guide,https://www.youtube.com/watch?v=NJ1bOCv1SR0,2,1,2,Lift & Co,https://www.youtube.com/channel/UCsGKEoUX71bk8SWRZyQxcQQ,,1017447,15/10/14,1,0,organization,,Canada,"It’s official—Cannabis is legal in Canada. But what do you do with the stuff?

Lift & Co.’s Guide to Cannabis (starring Sarah Hanlon) is an 8-part series that covers everything from rolling joints to mixing topicals. This episode will introduce you to the world of vapes.",1,2,32,152,howto & style,129450,1219,127,172,0.001328698,129450,0.009416763,0,0,0,0,0,1,1,How to
vaping weed,rating,2018,10/10/18,1/4/20,17,Vaping weed on my underdog,https://www.youtube.com/watch?v=k6VxsMs8j9E,1,1,2,Ramen World,https://www.youtube.com/channel/UCNRcsItNkq-Fh_lPQJvIiaQ,,190,31/8/17,0,0,individual,,,Literally what the title says,0,0,25,25,people & blogs,192,2,0,0,0,192,0.010416667,0,0,1,0,0,0,1,Celebratory
vaping marijuana,relevance,2018,2/12/18,1/4/20,15,Vaping weed results in stronger high,https://www.youtube.com/watch?v=vCngtxEORDM,4,3,3,Newsy,https://www.youtube.com/channel/UCTln5ss6h6L_xNfMeujfPbg,173000,94296454,12/1/12,0,0,organization,,,"Vaping marijuana leaves more THC in your blood than smoking it, resulting in a stronger high.

Learn more about this story at https://www.newsy.com/85826/",0,0,55,55,news & politics,6785,74,10,24,0.003537214,6785,0.010906411,0,0,0,0,1,0,1,Warning
vaping cannabis,relevance,2018,27/3/18,1/4/20,24,"Vaping, Marijuana, and the Effects on the Adolescent Brain with Dr. Ruth Potee",https://www.youtube.com/watch?v=25mK4yXzOkQ,3,2,2,1623 Studios,https://www.youtube.com/channel/UCNazNGO0xUOdRfvvkEGrD4g,715,228412,22/6/11,0,0,organization,,USA,"This talk on drugs and addiction is for middle school students and parents. Dr. Ruth Potee, a medical doctor and an expert on addiction, visited the O’Maley Innovation Middle School and gave an informational talk to the students about addiction and effects of drug use on the adolescent brain.",0,43,3,2583,nonprofits & activism,33390,289,36,117,0.003504043,33390,0.008655286,0,0,0,0,1,0,1,Warning
vaping weed,relevance,2018,28/1/18,1/4/20,26,What You Can DO With VAPED Weed + Hive 2.0 Review,https://www.youtube.com/watch?v=YgBTWEDjPbw,2,1,1,Lex Blazer,https://www.youtube.com/channel/UC2Ay5-9XXqaiDS_bcMpZ8YA,173000,30819389,24/12/13,1,0,individual,,Canada,"Today I’ll show you what you can do with AVB (Already vaporized buds) instead of throwing it away. We’ll also do a vape giveaway and I’ll tell you guys when my next Live Stream will go down!

MY Grower Gear & Head Shop: https://www.amazon.com/shop/influence...

My Cannabis Tea Recipe Episode: https://www.theweedtube.com/cannabis-...

Get the Hive 2.0: I used to have a link to the Hive 2.0 here but unfortunately YouTube asked me to remove all such links to vapes. But feel free to check out Yocan on your own!

Have a pressing question for me? Need to get in touch? See my Club for more info: https://www.patreon.com/Lexsworld 

The SECRET HASHTAG Is: GIVEAWAY OVER! WINNER WAS: YouTube User - Aaron Gray",1,7,18,438,howto & style,288940,3335,347,731,0.002529937,288940,0.011542189,0,1,0,0,0,0,1,Product Review
vaping weed,relevance,2018,28/1/18,1/4/20,26,What You Can DO With VAPED Weed + Hive 2.0 Review,https://www.youtube.com/watch?v=YgBTWEDjPbw,2,1,1,Lex Blazer,https://www.youtube.com/channel/UC2Ay5-9XXqaiDS_bcMpZ8YA,173000,30819389,24/12/13,1,0,individual,,Canada,"Today I’ll show you what you can do with AVB (Already vaporized buds) instead of throwing it away. We’ll also do a vape giveaway and I’ll tell you guys when my next Live Stream will go down!

MY Grower Gear & Head Shop: https://www.amazon.com/shop/influence...

My Cannabis Tea Recipe Episode: https://www.theweedtube.com/cannabis-...

Get the Hive 2.0: I used to have a link to the Hive 2.0 here but unfortunately YouTube asked me to remove all such links to vapes. But feel free to check out Yocan on your own!

Have a pressing question for me? Need to get in touch? See my Club for more info: https://www.patreon.com/Lexsworld 

The SECRET HASHTAG Is: GIVEAWAY OVER! WINNER WAS: YouTube User - Aaron Gray",1,7,18,438,howto & style,288940,3335,347,731,0.002529937,288940,0.011542189,0,0,0,0,0,1,1,How to
vaping THC,relevance,2019,17/3/19,1/4/20,12,10 CARTRIDGES IN ONE SITTING,https://www.youtube.com/watch?v=Q0myKgFvUWs,1,1,1,Nate420,https://www.youtube.com/channel/UCXWQSBqzYoGd8OngoIIfSNQ,327000,29378266,16/1/17,1,1,individual,,Canada,"10 Gram cartridges in one sitting
This video costed me 600$+ to make",1,25,11,1511,people & blogs,336788,5841,614,2155,0.006398684,336788,0.017343255,0,0,1,0,0,0,1,Celebratory
vaping weed,relevance,2019,5/4/19,1/4/20,11,7 Tips to up your Weed Vaping game instantly,https://www.youtube.com/watch?v=hMzTI1nf6nE,4,3,2,The Vape Guide,https://www.youtube.com/channel/UCiFFuD4LkNesTgX72TMX12Q,145,32007,27/11/18,0,1,organization,,,"Not getting enough vapor from your dry herb vaporizer? These 7 tips will help and up your weed vaping game instantly! 

Were you expecting to get thick, mighty, voluminous clouds from your dry herb vaporizer, but only getting thin wispy vapor? There are many different factors that could prevent you from getting the clouds you want, and in this video, I’ll tell you all about them.

Luckily, most of the times a simple adjustment would do the trick and make your experience 10 times better. Proficient usage of your herbal vape is essential for enjoyable vaping, and most of the time trial and error is your best bet on figuring things out. But this video will set you in the right path with 7 vaping tips that will- produce more vapor, improve flavor and potency, and reduce draw resistance.

View the full post on The Vape Guide-
https://thevape.guide/get-more-vapor-... 

SLX Grinder Review-
https://thevape.guide/slx-grinder-rev... 

SLX on Amazon- https://amzn.to/2I2P7Md 

Wondering when to replace herb in the chamber? Read this-
https://thevape.guide/is-the-herb-in-... 

Best Dry Herb Vaporizers of 2019-
https://thevape.guide/best/portable-d...",1,6,35,395,howto & style,19746,265,13,46,0.002329586,19746,0.01342044,0,0,0,0,0,1,1,How to
vaping THC,relevance,2019,25/11/19,1/4/20,4,Are THC Vapes Safe?,https://www.youtube.com/watch?v=gVRdnEq4in8,3,2,2,DoctorOz,https://www.youtube.com/channel/UCc8cHxAZ3jwWkrrDyaLwDUw,1310000,241908635,27/11/06,0,0,individual,,USA,"Dr Oz reveals the risk behind the Black Market THC Cartridges.

Vape Users Beware! Carcinogens, Pesticides and Dangerous Vapor Revelead in THC Vapes!
Dr Oz discuss about the outcome of an incredible study on THC Vapes!
",0,10,33,633,people & blogs,47818,822,66,228,0.004768079,47818,0.017190179,0,0,0,0,1,0,1,Warning
vaping weed,rating,2019,14/5/19,1/4/20,10,"Ask An Expert – Cannabis, Vaping and Mental Health",https://www.youtube.com/watch?v=tUjxATIDPwg,3,2,3,WCDSBTube,https://www.youtube.com/channel/UCLXXjcqNvbgDmhVSD4y1IEQ,379,130040,23/9/14,0,0,organization,,Canada,,0,120,22,7222,education,90,2,0,,0,90,0.022222222,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2019,5/1/19,1/4/20,14,Beginners Guide to Cannabis Oil and Vaping,https://www.youtube.com/watch?v=ksVDCkDO3T8,3,2,2,Jetty Extracts,https://www.youtube.com/channel/UCjrCK3A_7ZN0nGmJsUvd8FA,196,39557,28/2/16,1,0,organization,,,"Jetty Extracts' Luna offers information on cannabis oil, vaping and consumption for new recreational users.",1,1,6,66,people & blogs,1758,2,0,2,0.001137656,1758,0.001137656,0,0,0,0,0,1,1,How to
vaping THC,rating,2019,20/9/19,1/4/20,6,Brothers charged in Large Scale Counterfeit ring making THC Vaping Cartridges,https://www.youtube.com/watch?v=0W0cXHpSsCw,3,2,1,Treehigh,https://www.youtube.com/channel/UCS1M3Py2zxKW8U08DOE2Uqg,4,1183,7/2/17,1,0,organization,,USA,"2 brothers in Wisconsin have been charged in a large-scale counterfeit ring that manufactured thousands of THC vaping cartridges a day – believed to be one of the largest of its kind nationwide, authorities said.

Tree High TV News",1,4,6,246,news & politics,10,1,0,0,0,10,0.1,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2019,14/9/19,1/4/20,6,Cannabis News - Amazon to Stop Selling Bootleg Vape Cart Packaging? | Ep. 485 | 09-13-2019,https://www.youtube.com/watch?v=XQwc0fEkKaM,3,2,1,The Marijuana Times,https://www.youtube.com/channel/UCqWOS0H-tVHhRUx3j41K6Ug,3020,329992,9/6/15,1,0,organization,,USA,"Joe Klare discusses more research on how cannabis helps anxiety and depression, Amazon pulling bootleg vape cart packaging and the plan to vote on the cannabis banking bill in the House.

9-13-19 - Ep. 485 | The Marijuana Times 

https://www.marijuanatimes.org/resear... 

https://www.mprnews.org/story/2019/09...

https://www.marijuanamoment.net/marij...

https://nature-cide.com/",0,11,11,671,entertainment,311,22,0,5,0.01607717,311,0.07073955,0,0,0,0,0,0,0,0
vaping marijuana,rating,2019,12/11/09,1/4/20,124,Cannabis News - Vaping Illness Update | Ep. 526 | 11-11-2019,https://www.youtube.com/watch?v=AkFIa6Kn70s,3,2,1,The Marijuana Times,https://www.youtube.com/channel/UCqWOS0H-tVHhRUx3j41K6Ug,3020,329992,9/6/15,1,0,organization,,USA,"Joe Klare discusses the Chicago Housing Authority's stance on cannabis use, an update on vaping illnesses and a new survey about marijuana and pain.

11-11-19 - Ep. 526 | The Marijuana Times 

https://www.marijuanatimes.org/the-ch... 

https://thehill.com/policy/healthcare...

https://www.healio.com/rheumatology/p...

https://nature-cide.com/",0,11,39,699,entertainment,233,29,0,2,0.008583691,233,0.124463519,0,0,0,0,1,0,1,Warning
vaping cannabis,relevance,2019,19/10/19,1/4/20,5,"Cannabis vaping products now legal, but are they safe?",https://www.youtube.com/watch?v=omXjsMH6MG4,3,2,3,CityNews Toronto,https://www.youtube.com/channel/UCVKAcQQCO8vv87Gk62SutAg,159000,104073665,28/1/11,0,0,organization,Toronto,Canada,"Marijuana vaping products are now legal in Canada, but just how safe are they? Erica Natividad looks at the alarming connection between cannabis and vaping related illnesses.",0,3,2,182,news & politics,1426,9,5,2,0.001402525,1426,0.00631136,0,0,0,0,1,0,1,Warning
vaping marijuana,relevance,2019,7/9/19,1/4/20,6,CDC Links THC Vaping Products to Lung Illness,https://www.youtube.com/watch?v=ZMqsG4IUTsw,3,2,2,Bloomberg Technology,https://www.youtube.com/channel/UCrM7B7SL_g1edFOnmj-SDKg,274000,46135039,2/9/16,0,0,organization,,USA,"Sep.06 -- Sudden, serious lung illnesses that have struck people who used vaping devices have been tied in many cases to products that contain THC, the main active ingredient in marijuana, the U.S. Centers for Disease Control and Prevention said. Bloomberg's Craig Giammona has more on ""Bloomberg Technology.""",0,3,25,205,news & politics,95609,520,661,1136,0.011881727,95609,0.005438819,0,0,0,0,1,0,1,Warning
vaping THC,relevance,2019,22/9/19,1/4/20,6,Everything you need to know about THC Vape Carts,https://www.youtube.com/watch?v=8RmgFx1P90Y,2,1,1,Seby G,https://www.youtube.com/channel/UCs7QpIY82nij18AlavhaHUw,31700,3799573,25/3/15,1,1,individual,Los Angeles,USA,ig -sebyg.710,0,11,12,672,entertainment,49933,961,59,330,0.006608856,49933,0.019245789,0,0,0,1,0,0,1,Reflective
vaping THC,relevance,2019,22/9/19,1/4/20,6,Everything you need to know about THC Vape Carts,https://www.youtube.com/watch?v=8RmgFx1P90Y,2,1,1,Seby G,https://www.youtube.com/channel/UCs7QpIY82nij18AlavhaHUw,31700,3799573,25/3/15,1,1,individual,Los Angeles,USA,ig -sebyg.710,0,11,12,672,entertainment,49933,961,59,330,0.006608856,49933,0.019245789,0,0,0,0,0,1,1,How to
vaping cannabis,relevance,2019,10/7/19,1/4/20,8,Firefly 2+ Hands-On: A cannabis vape competitor to the Pax 3,https://www.youtube.com/watch?v=DS8-cOASH0M,3,2,1,Engadget,https://www.youtube.com/channel/UC-6OW5aJYBFM33zXQlBKPNA,1030000,330304056,19/9/06,0,0,organization,,USA,"The Firefly 2+ is a big upgrade to the popular cannabis vaporizer. Despite retaining the same battery and form-factor as the Firefly 2, the 2+ manages better battery life, quicker charging, and comes with a feature packed app to let you fine tune your experience. 

Read more: 
https://www.engadget.com/2019/07/04/f...
",0,4,0,240,science & technology,142842,1263,185,214,0.001498159,142842,0.008841937,1,0,0,0,0,0,1,Advertisement
vaping marijuana,rating,2019,10/5/19,1/4/20,10,How to Use Vape Pens: PotCast #23,https://www.youtube.com/watch?v=ZCGDh2yiNXQ,2,1,3,Cannabis Therapy Potcast,https://www.youtube.com/channel/UCU9VAKGRQNTEJB34CXJeGvg,,15467,14/10/11,1,0,organization,,USA,"Welcome to the PotCast! On today's show your hosts, Earl and Jen, discuss how to use vape pens. They also compare the different types of pens including herb, liquid and wax. 

https://www.cannabistherapynetwork.org",0,46,9,2769,education,76,3,0,0,0,76,0.039473684,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2019,10/5/19,1/4/20,10,How to Use Vape Pens: PotCast #23,https://www.youtube.com/watch?v=ZCGDh2yiNXQ,2,1,3,Cannabis Therapy Potcast,https://www.youtube.com/channel/UCU9VAKGRQNTEJB34CXJeGvg,,15467,14/10/11,1,0,organization,,USA,"Welcome to the PotCast! On today's show your hosts, Earl and Jen, discuss how to use vape pens. They also compare the different types of pens including herb, liquid and wax. 

https://www.cannabistherapynetwork.org",0,46,9,2769,education,76,3,0,0,0,76,0.039473684,0,0,0,0,0,1,1,How to
vaping marijuana,relevance,2019,10/9/19,1/4/20,6,Is Vaping Marijuana Safe? Death And Lung Disease Linked To E-Cigs Call That Into Questione | TIME,https://www.youtube.com/watch?v=SaziKW5CV7w,2,1,2,TIME,https://www.youtube.com/channel/UC8Su5vZCXWRag13H53zWVwA,804000,355172986,19/9/06,0,0,organization,,USA,"Vaping THC may be behind many of the serious lung diseases that have been tied to e-cigarette use––raising concerns about an increasingly popular way of consuming marijuana, which many consumers view as a relatively safe habit.",1,1,19,79,news & politics,13616,33,59,108,0.007931845,13616,0.002423619,0,0,0,0,1,0,1,Warning
vaping cannabis,rating,2019,23/11/19,1/4/20,4,Michigan halts sale of marijuana vape products,https://www.youtube.com/watch?v=2wA2hPsMLTc,3,2,1,Click On Detroit | Local 4 | WDIV,https://www.youtube.com/channel/UCqMdEOPBZbGPykVOhUqWqfA,125000,82244338,22/6/17,0,0,organization,Detroit,USA,,0,1,58,118,news & politics,426,3,0,1,0.002347418,426,0.007042254,0,0,0,0,1,0,1,Warning
vaping THC,rating,2019,25/9/19,1/4/20,6,Rep. Wehrli Urges Inclusion of THC Products in Potential Ban of Flavored Vaping Materials,https://www.youtube.com/watch?v=n-_0i5n7t2g,3,2,3,IL House GOP,https://www.youtube.com/channel/UCK6yNc9SJF3iiyUCBIuG7YQ,510,166945,15/2/14,0,0,organization,Illinois,USA,,0,1,18,78,news & politics,54,,,,0,54,0,0,0,0,0,1,0,1,Warning
vaping marijuana,relevance,2019,18/12/19,1/4/20,3,"Results of the 2019 Monitoring the Future Survey - Vaping, Marijuana and Other Drugs",https://www.youtube.com/watch?v=755Vmwgl0ZI,3,2,1,National Institute on Drug Abuse (NIDA/NIH),https://www.youtube.com/channel/UCfXHx9qyqeB3ezHQnHk8zXA,11300,1411015,10/10/06,0,0,organization,,USA,"NIDA Director Dr. Nora Volkow discusses mixed results of the 2019 Monitoring the Future Survey, with vaping of nicotine and marijuana rapidly increasing, but other drug use trends still declining.

This video can also be viewed at: https://www.drugabuse.gov/videos/resu... 

",0,5,15,315,education,2754,13,5,3,0.001089325,2754,0.004720407,0,0,0,0,1,0,1,Warning
vaping THC,rating,2019,13/9/19,1/4/20,6,"Sept. 11, 2019, News Conference on Illegal THC Vaping Cartridge Bust",https://www.youtube.com/watch?v=D99cYz1jwcQ,3,2,1,Kenosha County,https://www.youtube.com/channel/UCAUjjH_6If-ROjKE4djhqjQ,,7321,5/4/18,0,0,organization,Wisconsin,USA,Kenosha County Sheriff David Beth and other law enforcement officials brief the media on an illegal THC vaping cartridge manufacturing investigation.,0,30,5,1805,news & politics,160,6,0,4,0.025,160,0.0375,0,0,0,0,1,0,1,Warning
vaping marijuana,rating,2019,16/9/19,1/4/20,6,VAPE OR DIE: A SURVIVAL GUIDE FOR VAPING CANNABIS,https://www.youtube.com/watch?v=KDHK51YbqXU,3,2,1,matchstick marijuana,https://www.youtube.com/channel/UCXTCQQVSEV_yDliIGbnsJnw,125,5434,29/3/18,1,0,individual,,,"current vaping deaths and illnesses have you worried? do you know what to look for when buying a clean cannabis vape? cobb goes into detail surrounding the recent deaths and illnesses, the suspected causes, and what to avoid to ensure you are vaping the cleanest cannabis. 

vitamin e acetate, pg, peg, peg-400, vg, and mct oil are all common diluents used in both cannabis vapes and e-cigarettes. when terpenes are available as an alternative and natural diluent, one must ask why anyone would use anything but terpenes to dilute something as natural as cannabis.

to summarize:

1. DO NOT USE vape carts with vitamin e acetate
2. DO NOT USE vape carts with pg/peg/vg/mct
marijuana became legal in canada on october seventeeth, twenty eighteen and as such, according to the youtube guidlines (https://goo.gl/sfoz9T), videos that are documentary and educational in nature which are not graphic and do not glorify use such as this video are suitable for advertising and pass all community guidelines.

we are in no way affiliated with any licensed producer or grower in canada and viewing our content is for educational purposes only. these are all unpaid and unsponsored testimonials and are the opinions of cobb keen and matchstick marijuana alone.

this channel is ""under construction"" - meaning it will be in a constant state of evolution. i am learning. and making mistakes, errors, or the odd faux pas will only serve to improve the content. i appreciate your constructive feedback and would like to thank you for your patience. feeling my way through this is part of the experience for me, and i hope ultimately for you as a valued fan.",1,10,22,622,people & blogs,330,10,0,2,0.006060606,330,0.03030303,0,0,0,1,0,0,1,Reflective
vaping cannabis,rating,2019,27/9/19,1/4/20,6,Vaping Deaths and How Easy It Is To Make THC Vape Carts,https://www.youtube.com/watch?v=9cKxHgTPX4Q,2,1,1,Robinhood Warrior,https://www.youtube.com/channel/UCdALeyOmPmjQu63xo0NE5Ig,337,27605,23/3/13,1,0,individual,,USA,"On this video I go through some articles having to do with the deaths involving vaping black market thc products. I also do some cannabis stock trades (CGC, CTST). This video is for informational and harm reduction purposes",0,16,11,971,entertainment,227,8,0,50,0.220264317,227,0.035242291,0,0,0,0,0,1,1,How to
vaping THC,rating,2019,19/10/19,1/4/20,5,Vaping Deaths and Illnesses Explained (THC),https://www.youtube.com/watch?v=yzx9cWuFk7c,2,1,2,climbthesea,https://www.youtube.com/channel/UC0jimCOPX97Tlxxc2Jw6epQ,230,18382,4/2/19,1,0,individual,,USA,"By now you’ve likely heard about the growing number of deaths and illnesses that have recently been associated with vaping. But what’s really going on? 

I’ve packed everything you need to know into one video,and also answer everyone’s number one question: 

Is it safe to use vape products at all right now?",0,8,15,495,people & blogs,370,17,0,5,0.013513514,370,0.045945946,0,0,0,0,1,0,1,Warning
vaping marijuana,relevance,2019,26/10/19,1/4/20,5,Vaping Pot More Powerful Than Smoking It,https://www.youtube.com/watch?v=owmEfUiyulo,3,2,1,Medscape,https://www.youtube.com/channel/UCyw9Y26bNNhQPkydxY93jyQ,69700,6021252,8/4/06,0,0,organization,,USA,"Welcome to Impact Factor, your weekly dose of commentary on a breaking medical study. This week, we're going green with a look at a study appearing in JAMA Network Open that takes the lead for my favorite sentence ever to appear in a medical journal: ""Historically, cannabis has predominantly been smoked using various implements such as joints, pipes, bongs, and blunts."" I think the fact that this carries a footnote is the best part.",0,3,29,209,education,12651,133,9,32,0.002529444,12651,0.010513003,0,0,0,0,1,0,1,Warning
vaping cannabis,relevance,2019,4/10/19,1/4/20,5,Vaping with cannabis: How to stay safe,https://www.youtube.com/watch?v=R47GL8Y4qH4,3,2,2,ABC10,https://www.youtube.com/channel/UCT350j4u6alUKyF9eu2bGug,48200,27173649,19/3/16,0,0,organization,,USA,"With concerns over vaping safety, Kimberly Cargile of 'A Therapeutic Alternative' in Sacramento shares her advice on how to stay safe.",0,1,43,103,news & politics,281,1,1,0,0,281,0.003558719,0,0,0,0,0,1,1,How to
vaping THC,relevance,2020,5/1/20,1/4/20,2,1 GRAM THC VAPE CARTRIDGE,https://www.youtube.com/watch?v=Hom-tqfivtE,2,1,1,Nate420,https://www.youtube.com/channel/UCXWQSBqzYoGd8OngoIIfSNQ,327000,29378266,16/1/17,1,1,individual,,Canada,,1,9,36,576,people & blogs,22988,1086,47,247,0.010744736,22988,0.047242039,0,0,1,0,0,0,1,Celebratory
